p	invgam	alpha	pinvgam
9.24481E-10	5546.07	6000.		.924470E-9
0.999999999075519	6477.35	6000.		1.00000
9.24481E-10	5547.03	6001.		.924376E-9
0.999999999075519	6478.38	6001.		1.00000
9.24481E-10	9410.60	10000.		.924192E-9
0.999999999075519	10612.8	10000.		1.00000
9.24481E-10	18832.8	19664.		.923461E-9
0.999999999075519	20518.6	19664.		1.00000
9.24481E-10	58539.4	60000.		.924217E-9
0.999999999075519	61484.0	60000.		1.00000
9.24481E-10	58950.3	60416.		.924100E-9
0.999999999075519	61905.1	60416.		1.00000
9.E-10	.0	.0001		.0
0.9999999991	9.29504	.0001		1.00000
9.E-10	.0	.0006		.0
0.9999999991	10.9383	.0006		1.00000
9.E-10	.0	.001		.0
0.9999999991	11.4111	.001		1.00000
9.E-10	.0	.006		.0
0.9999999991	13.0909	.006		1.00000
9.E-10	.0	.01		.0
0.9999999991	13.5804	.01		1.00000
9.E-10	.0	.06		.0
0.9999999991	15.4195	.06		1.00000
9.E-10	.211754E-90	.1		.900000E-9
0.9999999991	16.0273	.1		1.00000
9.E-10	.695410E-15	.6		.900000E-9
0.9999999991	19.2282	.6		1.00000
9.E-10	.900000E-9	1.		.900000E-9
0.9999999991	20.8286	1.		1.00000
9.E-10	.942845E-1	6.		.899998E-9
0.9999999991	33.7976	6.		1.00000
9.E-10	.595465	10.		.900007E-9
0.9999999991	41.8728	10.		1.00000
9.E-10	1.24787	13.		.900022E-9
0.9999999991	47.4370	13.		1.00000
9.E-10	24.4138	60.		.899980E-9
0.9999999991	118.868	60.		1.00000
9.E-10	28.8146	67.		.900002E-9
0.9999999991	128.485	67.		1.00000
9.E-10	51.0354	100.		.899979E-9
0.9999999991	172.315	100.		1.00000
9.E-10	61.7220	115.		.900023E-9
0.9999999991	191.641	115.		1.00000
9.E-10	464.184	600.		.899943E-9
0.9999999991	759.251	600.		1.00000
9.E-10	514.354	657.		.899952E-9
0.9999999991	823.083	657.		1.00000
9.E-10	821.359	1000.		.899970E-9
0.9999999991	1202.08	1000.		1.00000
9.E-10	1167.23	1379.		.900220E-9
0.9999999991	1614.22	1379.		1.00000
9.E-10	5545.75	6000.		.899960E-9
0.9999999991	6477.70	6000.		1.00000
9.E-10	6480.47	6971.		.900123E-9
0.9999999991	7484.98	6971.		1.00000
9.E-10	9410.19	10000.		.900158E-9
0.9999999991	10613.3	10000.		1.00000
9.E-10	13399.4	14102.		.899773E-9
0.9999999991	14828.0	14102.		1.00000
9.E-10	58538.4	60000.		.900848E-9
0.9999999991	61485.1	60000.		1.00000
9.E-10	65646.5	67194.		.899189E-9
0.9999999991	68764.9	67194.		1.00000
8.3428E-10	.0	.0001		.0
0.99999999916572	9.36408	.0001		1.00000
8.3428E-10	.0	.0006		.0
0.99999999916572	11.0082	.0006		1.00000
8.3428E-10	.0	.001		.0
0.99999999916572	11.4812	.001		1.00000
8.3428E-10	.0	.006		.0
0.99999999916572	13.1617	.006		1.00000
8.3428E-10	.0	.01		.0
0.99999999916572	13.6514	.01		1.00000
8.3428E-10	.0	.06		.0
0.99999999916572	15.4912	.06		1.00000
8.3428E-10	.992031E-91	.1		.834280E-9
0.99999999916572	16.0993	.1		1.00000
8.3428E-10	.612853E-15	.6		.834280E-9
0.99999999916572	19.3026	.6		1.00000
8.3428E-10	.834280E-9	1.		.834280E-9
0.99999999916572	20.9045	1.		1.00000
8.3428E-10	.930846E-1	6.		.834281E-9
0.99999999916572	33.8861	6.		1.00000
8.3428E-10	.590712	10.		.834275E-9
0.99999999916572	41.9686	10.		1.00000
8.3428E-10	.590712	10.		.834275E-9
0.99999999916572	41.9686	10.		1.00000
8.3428E-10	24.3628	60.		.834269E-9
0.99999999916572	119.016	60.		1.00000
8.3428E-10	26.8578	64.		.834297E-9
0.99999999916572	124.532	64.		1.00000
8.3428E-10	50.9581	100.		.834309E-9
0.99999999916572	172.490	100.		1.00000
8.3428E-10	101.243	168.		.834012E-9
0.99999999916572	258.246	168.		1.00000
8.3428E-10	463.931	600.		.834181E-9
0.99999999916572	759.603	600.		1.00000
8.3428E-10	529.104	674.		.834238E-9
0.99999999916572	842.432	674.		1.00000
8.3428E-10	821.019	1000.		.834241E-9
0.99999999916572	1202.52	1000.		1.00000
8.3428E-10	829.164	1009.		.834245E-9
0.99999999916572	1212.38	1009.		1.00000
8.3428E-10	5544.85	6000.		.834365E-9
0.99999999916572	6478.70	6000.		1.00000
8.3428E-10	5876.62	6345.		.834561E-9
0.99999999916572	6836.93	6345.		1.00000
8.3428E-10	9409.01	10000.		.834333E-9
0.99999999916572	10614.5	10000.		1.00000
8.3428E-10	14610.1	15345.		.833403E-9
0.99999999916572	16103.4	15345.		1.00000
8.3428E-10	58535.4	60000.		.834141E-9
0.99999999916572	61488.1	60000.		1.00000
8.3428E-10	60448.8	61937.		.835010E-9
0.99999999916572	63448.8	61937.		1.00000
8.E-10	.0	.0001		.0
0.9999999992	9.40230	.0001		1.00000
8.E-10	.0	.0006		.0
0.9999999992	11.0469	.0006		1.00000
8.E-10	.0	.001		.0
0.9999999992	11.5200	.001		1.00000
8.E-10	.0	.006		.0
0.9999999992	13.2008	.006		1.00000
8.E-10	.0	.01		.0
0.9999999992	13.6907	.01		1.00000
8.E-10	.0	.06		.0
0.9999999992	15.5309	.06		1.00000
8.E-10	.652089E-91	.1		.800000E-9
0.9999999992	16.1391	.1		1.00000
8.E-10	.571461E-15	.6		.800000E-9
0.9999999992	19.3437	.6		1.00000
8.E-10	.800000E-9	1.		.800000E-9
0.9999999992	20.9464	1.		1.00000
8.E-10	.924273E-1	6.		.800003E-9
0.9999999992	33.9350	6.		1.00000
8.E-10	.588100	10.		.799999E-9
0.9999999992	42.0216	10.		1.00000
8.E-10	1.23553	13.		.799999E-9
0.9999999992	47.5932	13.		1.00000
8.E-10	24.3347	60.		.800046E-9
0.9999999992	119.098	60.		1.00000
8.E-10	26.2003	63.		.799961E-9
0.9999999992	123.241	63.		1.00000
8.E-10	50.9154	100.		.800033E-9
0.9999999992	172.586	100.		1.00000
8.E-10	108.900	178.		.800041E-9
0.9999999992	270.647	178.		1.00000
8.E-10	463.792	600.		.800060E-9
0.9999999992	759.797	600.		1.00000
8.E-10	510.411	653.		.799985E-9
0.9999999992	819.179	653.		1.00000
8.E-10	820.831	1000.		.799923E-9
0.9999999992	1202.76	1000.		1.00000
8.E-10	1473.09	1711.		.799883E-9
0.9999999992	1972.51	1711.		1.00000
8.E-10	5544.35	6000.		.799959E-9
0.9999999992	6479.25	6000.		1.00000
8.E-10	6456.79	6948.		.800305E-9
0.9999999992	7462.82	6948.		1.00000
8.E-10	9408.36	10000.		.800099E-9
0.9999999992	10615.2	10000.		1.00000
8.E-10	16389.2	17168.		.801705E-9
0.9999999992	17970.4	17168.		1.00000
8.E-10	58533.8	60000.		.800558E-9
0.9999999992	61489.8	60000.		1.00000
8.E-10	60633.8	62126.		.799682E-9
0.9999999992	63641.8	62126.		1.00000
7.22998E-10	.0	.0001		.0
0.999999999277002	9.49455	.0001		1.00000
7.22998E-10	.0	.0006		.0
0.999999999277002	11.1403	.0006		1.00000
7.22998E-10	.0	.001		.0
0.999999999277002	11.6137	.001		1.00000
7.22998E-10	.0	.006		.0
0.999999999277002	13.2954	.006		1.00000
7.22998E-10	.0	.01		.0
0.999999999277002	13.7855	.01		1.00000
7.22998E-10	.0	.06		.0
0.999999999277002	15.6266	.06		1.00000
7.22998E-10	.237016E-91	.1		.722998E-9
0.999999999277002	16.2353	.1		1.00000
7.22998E-10	.482761E-15	.6		.722998E-9
0.999999999277002	19.4430	.6		1.00000
7.22998E-10	.722998E-9	1.		.722998E-9
0.999999999277002	21.0476	1.		1.00000
7.22998E-10	.908610E-1	6.		.722998E-9
0.999999999277002	34.0530	6.		1.00000
7.22998E-10	.581849	10.		.722998E-9
0.999999999277002	42.1494	10.		1.00000
7.22998E-10	1.48374	14.		.722998E-9
0.999999999277002	49.5224	14.		1.00000
7.22998E-10	24.2670	60.		.723015E-9
0.999999999277002	119.296	60.		1.00000
7.22998E-10	25.5059	62.		.723036E-9
0.999999999277002	122.062	62.		1.00000
7.22998E-10	50.8126	100.		.722971E-9
0.999999999277002	172.820	100.		1.00000
7.22998E-10	53.6263	104.		.722996E-9
0.999999999277002	178.010	104.		1.00000
7.22998E-10	463.456	600.		.723075E-9
0.999999999277002	760.264	600.		1.00000
7.22998E-10	514.468	658.		.723043E-9
0.999999999277002	825.253	658.		1.00000
7.22998E-10	820.379	1000.		.722928E-9
0.999999999277002	1203.35	1000.		1.00000
7.22998E-10	1716.01	1973.		.722998E-9
0.999999999277002	2253.72	1973.		1.00000
7.22998E-10	5543.15	6000.		.722920E-9
0.999999999277002	6480.58	6000.		1.00000
7.22998E-10	5564.29	6022.		.722816E-9
0.999999999277002	6503.44	6022.		1.00000
7.22998E-10	9406.79	10000.		.722955E-9
0.999999999277002	10616.9	10000.		1.00000
7.22998E-10	15476.9	16236.		.723002E-9
0.999999999277002	17018.8	16236.		1.00000
7.22998E-10	58529.8	60000.		.722258E-9
0.999999999277002	61493.9	60000.		1.00000
7.22998E-10	66212.7	67776.		.722443E-9
0.999999999277002	69363.0	67776.		1.00000
7.E-10	.0	.0001		.0
0.9999999993	9.52403	.0001		1.00000
7.E-10	.0	.0006		.0
0.9999999993	11.1701	.0006		1.00000
7.E-10	.0	.001		.0
0.9999999993	11.6436	.001		1.00000
7.E-10	.0	.006		.0
0.9999999993	13.3256	.006		1.00000
7.E-10	.0	.01		.0
0.9999999993	13.8157	.01		1.00000
7.E-10	.0	.06		.0
0.9999999993	15.6572	.06		1.00000
7.E-10	.171549E-91	.1		.700000E-9
0.9999999993	16.2660	.1		1.00000
7.E-10	.457439E-15	.6		.700000E-9
0.9999999993	19.4747	.6		1.00000
7.E-10	.700000E-9	1.		.700000E-9
0.9999999993	21.0799	1.		1.00000
7.E-10	.903664E-1	6.		.699999E-9
0.9999999993	34.0907	6.		1.00000
7.E-10	.579867	10.		.699999E-9
0.9999999993	42.1901	10.		1.00000
7.E-10	.770106	11.		.700001E-9
0.9999999993	44.0863	11.		1.00000
7.E-10	24.2454	60.		.699966E-9
0.9999999993	119.359	60.		1.00000
7.E-10	29.9065	69.		.700002E-9
0.9999999993	131.720	69.		1.00000
7.E-10	50.7799	100.		.699990E-9
0.9999999993	172.894	100.		1.00000
7.E-10	58.5673	111.		.699994E-9
0.9999999993	187.117	111.		1.00000
7.E-10	463.349	600.		.700104E-9
0.9999999993	760.413	600.		1.00000
7.E-10	538.204	685.		.700003E-9
0.9999999993	855.560	685.		1.00000
7.E-10	820.235	1000.		.699946E-9
0.9999999993	1203.53	1000.		1.00000
7.E-10	1290.14	1514.		.700227E-9
0.9999999993	1761.63	1514.		1.00000
7.E-10	5542.77	6000.		.700067E-9
0.9999999993	6481.01	6000.		1.00000
7.E-10	5813.87	6282.		.699761E-9
0.9999999993	6773.90	6282.		1.00000
7.E-10	9406.29	10000.		.699945E-9
0.9999999993	10617.5	10000.		1.00000
7.E-10	15206.8	15960.		.698454E-9
0.9999999993	16736.9	15960.		1.00000
7.E-10	58528.6	60000.		.700259E-9
0.9999999993	61495.2	60000.		1.00000
7.E-10	61458.4	62966.		.700590E-9
0.9999999993	64497.4	62966.		1.00000
6.29785E-10	.0	.0001		.0
0.999999999370215	9.62047	.0001		1.00000
6.29785E-10	.0	.0006		.0
0.999999999370215	11.2678	.0006		1.00000
6.29785E-10	.0	.001		.0
0.999999999370215	11.7416	.001		1.00000
6.29785E-10	.0	.006		.0
0.999999999370215	13.4244	.006		1.00000
6.29785E-10	.0	.01		.0
0.999999999370215	13.9148	.01		1.00000
6.29785E-10	.0	.06		.0
0.999999999370215	15.7572	.06		1.00000
6.29785E-10	.596115E-92	.1		.629785E-9
0.999999999370215	16.3664	.1		1.00000
6.29785E-10	.383552E-15	.6		.629785E-9
0.999999999370215	19.5783	.6		1.00000
6.29785E-10	.629785E-9	1.		.629785E-9
0.999999999370215	21.1856	1.		1.00000
6.29785E-10	.887681E-1	6.		.629783E-9
0.999999999370215	34.2139	6.		1.00000
6.29785E-10	.573436	10.		.629782E-9
0.999999999370215	42.3234	10.		1.00000
6.29785E-10	2.03887	16.		.629786E-9
0.999999999370215	53.2261	16.		1.00000
6.29785E-10	24.1752	60.		.629804E-9
0.999999999370215	119.564	60.		1.00000
6.29785E-10	29.1884	68.		.629749E-9
0.999999999370215	130.572	68.		1.00000
6.29785E-10	50.6732	100.		.629784E-9
0.999999999370215	173.137	100.		1.00000
6.29785E-10	70.7669	128.		.629801E-9
0.999999999370215	209.067	128.		1.00000
6.29785E-10	462.999	600.		.629802E-9
0.999999999370215	760.900	600.		1.00000
6.29785E-10	485.815	626.		.629787E-9
0.999999999370215	790.085	626.		1.00000
6.29785E-10	819.765	1000.		.629768E-9
0.999999999370215	1204.14	1000.		1.00000
6.29785E-10	1347.68	1577.		.629643E-9
0.999999999370215	1830.23	1577.		1.00000
6.29785E-10	5541.52	6000.		.629743E-9
0.999999999370215	6482.39	6000.		1.00000
6.29785E-10	6359.31	6850.		.629773E-9
0.999999999370215	7364.60	6850.		1.00000
6.29785E-10	9404.66	10000.		.629773E-9
0.999999999370215	10619.3	10000.		1.00000
6.29785E-10	13415.2	14125.		.629423E-9
0.999999999370215	14858.7	14125.		1.00000
6.29785E-10	58524.5	60000.		.629913E-9
0.999999999370215	61499.4	60000.		1.00000
6.29785E-10	64559.6	66109.		.629709E-9
0.999999999370215	67682.3	66109.		1.00000
6.E-10	.0	.0001		.0
0.9999999994	9.66471	.0001		1.00000
6.E-10	.0	.0006		.0
0.9999999994	11.3125	.0006		1.00000
6.E-10	.0	.001		.0
0.9999999994	11.7865	.001		1.00000
6.E-10	.0	.006		.0
0.9999999994	13.4697	.006		1.00000
6.E-10	.0	.01		.0
0.9999999994	13.9602	.01		1.00000
6.E-10	.0	.06		.0
0.9999999994	15.8031	.06		1.00000
6.E-10	.367214E-92	.1		.600000E-9
0.9999999994	16.4125	.1		1.00000
6.E-10	.353798E-15	.6		.600000E-9
0.9999999994	19.6259	.6		1.00000
6.E-10	.600000E-9	1.		.600000E-9
0.9999999994	21.2341	1.		1.00000
6.E-10	.880452E-1	6.		.600002E-9
0.9999999994	34.2703	6.		1.00000
6.E-10	.570514	10.		.600001E-9
0.9999999994	42.3845	10.		1.00000
6.E-10	1.73774	15.		.599991E-9
0.9999999994	51.5449	15.		1.00000
6.E-10	24.1431	60.		.600009E-9
0.9999999994	119.659	60.		1.00000
6.E-10	25.3784	62.		.600024E-9
0.9999999994	122.429	62.		1.00000
6.E-10	50.6244	100.		.599978E-9
0.9999999994	173.248	100.		1.00000
6.E-10	80.3247	141.		.600000E-9
0.9999999994	225.579	141.		1.00000
6.E-10	462.839	600.		.599993E-9
0.9999999994	761.123	600.		1.00000
6.E-10	472.482	611.		.599993E-9
0.9999999994	773.480	611.		1.00000
6.E-10	819.550	1000.		.599991E-9
0.9999999994	1204.42	1000.		1.00000
6.E-10	1366.80	1598.		.599785E-9
0.9999999994	1853.17	1598.		1.00000
6.E-10	5540.95	6000.		.600006E-9
0.9999999994	6483.03	6000.		1.00000
6.E-10	5601.48	6063.		.599793E-9
0.9999999994	6548.49	6063.		1.00000
6.E-10	9403.91	10000.		.599834E-9
0.9999999994	10620.1	10000.		1.00000
6.E-10	13535.2	14249.		.601516E-9
0.9999999994	14986.8	14249.		1.00000
6.E-10	58522.6	60000.		.599696E-9
0.9999999994	61501.4	60000.		1.00000
6.E-10	67389.1	68974.		.599682E-9
0.9999999994	70582.9	68974.		1.00000
5.30453E-10	.0	.0001		.0
0.999999999469547	9.77726	.0001		1.00000
5.30453E-10	.0	.0006		.0
0.999999999469547	11.4264	.0006		1.00000
5.30453E-10	.0	.001		.0
0.999999999469547	11.9007	.001		1.00000
5.30453E-10	.0	.006		.0
0.999999999469547	13.5850	.006		1.00000
5.30453E-10	.0	.01		.0
0.999999999469547	14.0757	.01		1.00000
5.30453E-10	.0	.06		.0
0.999999999469547	15.9197	.06		1.00000
5.30453E-10	.107121E-92	.1		.530453E-9
0.999999999469547	16.5296	.1		1.00000
5.30453E-10	.288125E-15	.6		.530453E-9
0.999999999469547	19.7467	.6		1.00000
5.30453E-10	.530453E-9	1.		.530453E-9
0.999999999469547	21.3573	1.		1.00000
5.30453E-10	.862335E-1	6.		.530454E-9
0.999999999469547	34.4137	6.		1.00000
5.30453E-10	.563153	10.		.530453E-9
0.999999999469547	42.5397	10.		1.00000
5.30453E-10	2.99035	19.		.530455E-9
0.999999999469547	58.5884	19.		1.00000
5.30453E-10	24.0618	60.		.530450E-9
0.999999999469547	119.898	60.		1.00000
5.30453E-10	29.0621	68.		.530426E-9
0.999999999469547	130.919	68.		1.00000
5.30453E-10	50.5009	100.		.530479E-9
0.999999999469547	173.531	100.		1.00000
5.30453E-10	70.5595	128.		.530434E-9
0.999999999469547	209.496	128.		1.00000
5.30453E-10	462.434	600.		.530525E-9
0.999999999469547	761.688	600.		1.00000
5.30453E-10	502.820	646.		.530472E-9
0.999999999469547	813.303	646.		1.00000
5.30453E-10	819.005	1000.		.530504E-9
0.999999999469547	1205.12	1000.		1.00000
5.30453E-10	1042.60	1246.		.530520E-9
0.999999999469547	1473.53	1246.		1.00000
5.30453E-10	5539.50	6000.		.530386E-9
0.999999999469547	6484.64	6000.		1.00000
5.30453E-10	5692.28	6159.		.530334E-9
0.999999999469547	6649.86	6159.		1.00000
5.30453E-10	9402.02	10000.		.530402E-9
0.999999999469547	10622.1	10000.		1.00000
5.30453E-10	10084.9	10704.		.529903E-9
0.999999999469547	11347.2	10704.		1.00000
5.30453E-10	58517.9	60000.		.530890E-9
0.999999999469547	61506.3	60000.		1.00000
5.30453E-10	62929.3	64466.		.531003E-9
0.999999999469547	66026.9	64466.		1.00000
5.E-10	.0	.0001		.0
0.9999999995	9.83131	.0001		1.00000
5.E-10	.0	.0006		.0
0.9999999995	11.4811	.0006		1.00000
5.E-10	.0	.001		.0
0.9999999995	11.9555	.001		1.00000
5.E-10	.0	.006		.0
0.9999999995	13.6403	.006		1.00000
5.E-10	.0	.01		.0
0.9999999995	14.1312	.01		1.00000
5.E-10	.0	.06		.0
0.9999999995	15.9757	.06		1.00000
5.E-10	.593071E-93	.1		.500000E-9
0.9999999995	16.5858	.1		1.00000
5.E-10	.261088E-15	.6		.500000E-9
0.9999999995	19.8047	.6		1.00000
5.E-10	.500000E-9	1.		.500000E-9
0.9999999995	21.4164	1.		1.00000
5.E-10	.853775E-1	6.		.500001E-9
0.9999999995	34.4825	6.		1.00000
5.E-10	.559656	10.		.499999E-9
0.9999999995	42.6141	10.		1.00000
5.E-10	1.71425	15.		.500015E-9
0.9999999995	51.7927	15.		1.00000
5.E-10	24.0230	60.		.500036E-9
0.9999999995	120.012	60.		1.00000
5.E-10	25.8751	63.		.500007E-9
0.9999999995	124.169	63.		1.00000
5.E-10	50.4418	100.		.500024E-9
0.9999999995	173.666	100.		1.00000
5.E-10	70.4884	128.		.499985E-9
0.9999999995	209.643	128.		1.00000
5.E-10	462.239	600.		.499925E-9
0.9999999995	761.959	600.		1.00000
5.E-10	490.307	632.		.500067E-9
0.9999999995	797.893	632.		1.00000
5.E-10	818.743	1000.		.499946E-9
0.9999999995	1205.46	1000.		1.00000
5.E-10	1592.71	1843.		.500212E-9
0.9999999995	2117.50	1843.		1.00000
5.E-10	5538.81	6000.		.500083E-9
0.9999999995	6485.41	6000.		1.00000
5.E-10	6338.10	6831.		.499868E-9
0.9999999995	7348.11	6831.		1.00000
5.E-10	9401.12	10000.		.500155E-9
0.9999999995	10623.1	10000.		1.00000
5.E-10	16785.0	17583.		.501077E-9
0.9999999995	18405.3	17583.		1.00000
5.E-10	58515.6	60000.		.500085E-9
0.9999999995	61508.6	60000.		1.00000
5.E-10	61617.9	63141.		.499710E-9
0.9999999995	64688.3	63141.		1.00000
4.88717E-10	.0	.0001		.0
0.999999999511283	9.85218	.0001		1.00000
4.88717E-10	.0	.0006		.0
0.999999999511283	11.5022	.0006		1.00000
4.88717E-10	.0	.001		.0
0.999999999511283	11.9767	.001		1.00000
4.88717E-10	.0	.006		.0
0.999999999511283	13.6617	.006		1.00000
4.88717E-10	.0	.01		.0
0.999999999511283	14.1526	.01		1.00000
4.88717E-10	.0	.06		.0
0.999999999511283	15.9974	.06		1.00000
4.88717E-10	.472043E-93	.1		.488717E-9
0.999999999511283	16.6075	.1		1.00000
4.88717E-10	.251342E-15	.6		.488717E-9
0.999999999511283	19.8271	.6		1.00000
4.88717E-10	.488717E-9	1.		.488717E-9
0.999999999511283	21.4392	1.		1.00000
4.88717E-10	.850493E-1	6.		.488716E-9
0.999999999511283	34.5091	6.		1.00000
4.88717E-10	.558312	10.		.488714E-9
0.999999999511283	42.6428	10.		1.00000
4.88717E-10	.743730	11.		.488718E-9
0.999999999511283	44.5466	11.		1.00000
4.88717E-10	24.0080	60.		.488730E-9
0.999999999511283	120.057	60.		1.00000
4.88717E-10	24.0080	60.		.488730E-9
0.999999999511283	120.057	60.		1.00000
4.88717E-10	50.4190	100.		.488730E-9
0.999999999511283	173.718	100.		1.00000
4.88717E-10	83.7927	146.		.488713E-9
0.999999999511283	232.379	146.		1.00000
4.88717E-10	462.165	600.		.488767E-9
0.999999999511283	762.063	600.		1.00000
4.88717E-10	526.330	673.		.488754E-9
0.999999999511283	843.900	673.		1.00000
4.88717E-10	818.643	1000.		.488740E-9
0.999999999511283	1205.59	1000.		1.00000
4.88717E-10	961.943	1158.		.488688E-9
0.999999999511283	1378.29	1158.		1.00000
4.88717E-10	5538.54	6000.		.488690E-9
0.999999999511283	6485.70	6000.		1.00000
4.88717E-10	6179.92	6667.		.488794E-9
0.999999999511283	7178.33	6667.		1.00000
4.88717E-10	9400.77	10000.		.488851E-9
0.999999999511283	10623.5	10000.		1.00000
4.88717E-10	10676.8	11315.		.488219E-9
0.999999999511283	11977.4	11315.		1.00000
4.88717E-10	58514.7	60000.		.488512E-9
0.999999999511283	61509.5	60000.		1.00000
4.88717E-10	66898.3	68486.		.488384E-9
0.999999999511283	70097.9	68486.		1.00000
4.E-10	.0	.0001		.0
0.9999999996	10.0355	.0001		1.00000
4.E-10	.0	.0006		.0
0.9999999996	11.6877	.0006		1.00000
4.E-10	.0	.001		.0
0.9999999996	12.1627	.001		1.00000
4.E-10	.0	.006		.0
0.9999999996	13.8493	.006		1.00000
4.E-10	.0	.01		.0
0.9999999996	14.3406	.01		1.00000
4.E-10	.0	.06		.0
0.9999999996	16.1872	.06		1.00000
4.E-10	.636805E-94	.1		.400000E-9
0.9999999996	16.7981	.1		1.00000
4.E-10	.179999E-15	.6		.400000E-9
0.9999999996	20.0237	.6		1.00000
4.E-10	.400000E-9	1.		.400000E-9
0.9999999996	21.6396	1.		1.00000
4.E-10	.822236E-1	6.		.400001E-9
0.9999999996	34.7420	6.		1.00000
4.E-10	.546663	10.		.400001E-9
0.9999999996	42.8947	10.		1.00000
4.E-10	.729444	11.		.400001E-9
0.9999999996	44.8027	11.		1.00000
4.E-10	23.8772	60.		.399977E-9
0.9999999996	120.444	60.		1.00000
4.E-10	25.1048	62.		.400020E-9
0.9999999996	123.223	62.		1.00000
4.E-10	50.2199	100.		.399993E-9
0.9999999996	174.175	100.		1.00000
4.E-10	51.6148	102.		.399989E-9
0.9999999996	176.783	102.		1.00000
4.E-10	461.510	600.		.399986E-9
0.9999999996	762.978	600.		1.00000
4.E-10	527.393	675.		.400010E-9
0.9999999996	847.097	675.		1.00000
4.E-10	817.762	1000.		.400002E-9
0.9999999996	1206.73	1000.		1.00000
4.E-10	1340.48	1572.		.399968E-9
0.9999999996	1828.02	1572.		1.00000
4.E-10	5536.20	6000.		.399979E-9
0.9999999996	6488.30	6000.		1.00000
4.E-10	5971.56	6453.		.399946E-9
0.9999999996	6958.94	6453.		1.00000
4.E-10	9397.71	10000.		.400064E-9
0.9999999996	10626.8	10000.		1.00000
4.E-10	16246.2	17036.		.400710E-9
0.9999999996	17850.3	17036.		1.00000
4.E-10	58507.0	60000.		.399601E-9
0.9999999996	61517.5	60000.		1.00000
4.E-10	59433.3	60938.		.399810E-9
0.9999999996	62467.2	60938.		1.00000
3.03665E-10	.0	.0001		.0
0.999999999696335	10.2881	.0001		1.00000
3.03665E-10	.0	.0006		.0
0.999999999696335	11.9431	.0006		1.00000
3.03665E-10	.0	.001		.0
0.999999999696335	12.4188	.001		1.00000
3.03665E-10	.0	.006		.0
0.999999999696335	14.1075	.006		1.00000
3.03665E-10	.0	.01		.0
0.999999999696335	14.5995	.01		1.00000
3.03665E-10	.0	.06		.0
0.999999999696335	16.4485	.06		1.00000
3.03665E-10	.404906E-95	.1		.303665E-9
0.999999999696335	17.0604	.1		1.00000
3.03665E-10	.113718E-15	.6		.303666E-9
0.999999999696335	20.2941	.6		1.00000
3.03665E-10	.303665E-9	1.		.303665E-9
0.999999999696335	21.9151	1.		1.00000
3.03665E-10	.784912E-1	6.		.303665E-9
0.999999999696335	35.0619	6.		1.00000
3.03665E-10	.531055	10.		.303666E-9
0.999999999696335	43.2405	10.		1.00000
3.03665E-10	.710269	11.		.303667E-9
0.999999999696335	45.1544	11.		1.00000
3.03665E-10	23.6993	60.		.303677E-9
0.999999999696335	120.975	60.		1.00000
3.03665E-10	25.5373	63.		.303687E-9
0.999999999696335	125.146	63.		1.00000
3.03665E-10	49.9486	100.		.303662E-9
0.999999999696335	174.802	100.		1.00000
3.03665E-10	57.6672	111.		.303659E-9
0.999999999696335	189.095	111.		1.00000
3.03665E-10	460.616	600.		.303661E-9
0.999999999696335	764.230	600.		1.00000
3.03665E-10	486.001	629.		.303620E-9
0.999999999696335	796.845	629.		1.00000
3.03665E-10	816.559	1000.		.303699E-9
0.999999999696335	1208.30	1000.		1.00000
3.03665E-10	1385.98	1623.		.303563E-9
0.999999999696335	1884.88	1623.		1.00000
3.03665E-10	5533.00	6000.		.303620E-9
0.999999999696335	6491.86	6000.		1.00000
3.03665E-10	5877.87	6359.		.303634E-9
0.999999999696335	6864.99	6359.		1.00000
3.03665E-10	9393.53	10000.		.303735E-9
0.999999999696335	10631.3	10000.		1.00000
3.03665E-10	17868.1	18702.		.303945E-9
0.999999999696335	19560.8	18702.		1.00000
3.03665E-10	58496.5	60000.		.303348E-9
0.999999999696335	61528.3	60000.		1.00000
3.03665E-10	59149.2	60661.		.303563E-9
0.999999999696335	62197.7	60661.		1.00000
3.E-10	.0	.0001		.0
0.9999999997	10.2993	.0001		1.00000
3.E-10	.0	.0006		.0
0.9999999997	11.9544	.0006		1.00000
3.E-10	.0	.001		.0
0.9999999997	12.4301	.001		1.00000
3.E-10	.0	.006		.0
0.9999999997	14.1189	.006		1.00000
3.E-10	.0	.01		.0
0.9999999997	14.6109	.01		1.00000
3.E-10	.0	.06		.0
0.9999999997	16.4600	.06		1.00000
3.E-10	.358607E-95	.1		.300000E-9
0.9999999997	17.0720	.1		1.00000
3.E-10	.111439E-15	.6		.299999E-9
0.9999999997	20.3060	.6		1.00000
3.E-10	.300000E-9	1.		.300000E-9
0.9999999997	21.9272	1.		1.00000
3.E-10	.783307E-1	6.		.300000E-9
0.9999999997	35.0760	6.		1.00000
3.E-10	.530378	10.		.300001E-9
0.9999999997	43.2557	10.		1.00000
3.E-10	1.38423	14.		.299999E-9
0.9999999997	50.6998	14.		1.00000
3.E-10	23.6915	60.		.300009E-9
0.9999999997	120.999	60.		1.00000
3.E-10	24.3010	61.		.300001E-9
0.9999999997	122.392	61.		1.00000
3.E-10	49.9367	100.		.299994E-9
0.9999999997	174.830	100.		1.00000
3.E-10	52.0247	103.		.299990E-9
0.9999999997	178.745	103.		1.00000
3.E-10	460.577	600.		.300018E-9
0.9999999997	764.285	600.		1.00000
