p	invchi	df	pinvchi	
0.9999999996	18194.9	17036	1.00000
4.E-10	57895.8	60000	.400146E-9
0.9999999996	62153.2	60000	1.00000
4.E-10	58817.2	60938	.399953E-9
0.9999999996	63107.8	60938	1.00000
3.03665E-10	.144847E-18	1	.303665E-9
0.999999999696335	39.6509	1	1.00000
3.03665E-10	.244349E-2	6	.303663E-9
0.999999999696335	55.9092	6	1.00000
3.03665E-10	.654202E-1	10	.303665E-9
0.999999999696335	65.6552	10	1.00000
3.03665E-10	.105001	11	.303667E-9
0.999999999696335	67.9153	11	1.00000
3.03665E-10	14.6900	60	.303659E-9
0.999999999696335	154.283	60	1.00000
3.03665E-10	16.0837	63	.303668E-9
0.999999999696335	158.925	63	1.00000
3.03665E-10	35.5769	100	.303675E-9
0.999999999696335	213.697	100	1.00000
3.03665E-10	41.9915	111	.303675E-9
0.999999999696335	229.327	111	1.00000
3.03665E-10	409.828	600	.303681E-9
0.999999999696335	839.826	600	1.00000
3.03665E-10	433.724	629	.303631E-9
0.999999999696335	873.933	629	1.00000
3.03665E-10	747.601	1000	.303641E-9
0.999999999696335	1302.08	1000	1.00000
3.03665E-10	1294.89	1623	.303649E-9
0.999999999696335	2000.81	1623	1.00000
3.03665E-10	5346.75	6000	.303726E-9
0.999999999696335	6702.98	6000	1.00000
3.03665E-10	5685.77	6359	.303735E-9
0.999999999696335	7081.96	6359	1.00000
3.03665E-10	9149.52	10000	.303632E-9
0.999999999696335	10900.2	10000	1.00000
3.03665E-10	17529.9	18702	.303806E-9
0.999999999696335	19923.8	18702	1.00000
3.03665E-10	57881.0	60000	.303451E-9
0.999999999696335	62168.7	60000	1.00000
3.03665E-10	58530.3	60661	.303882E-9
0.999999999696335	62841.5	60661	1.00000
3.E-10	.141372E-18	1	.300000E-9
0.9999999997	39.6746	1	1.00000
3.E-10	.243362E-2	6	.300000E-9
0.9999999997	55.9353	6	1.00000
3.E-10	.652607E-1	10	.300001E-9
0.9999999997	65.6827	10	1.00000
3.E-10	.300388	14	.300001E-9
0.9999999997	74.4379	14	1.00000
3.E-10	14.6822	60	.299978E-9
0.9999999997	154.321	60	1.00000
3.E-10	15.1427	61	.299993E-9
0.9999999997	155.873	61	1.00000
3.E-10	35.5637	100	.300008E-9
0.9999999997	213.741	100	1.00000
3.E-10	37.2900	103	.300011E-9
0.9999999997	218.028	103	1.00000
3.E-10	409.777	600	.300032E-9
0.9999999997	839.909	600	1.00000
3.E-10	478.468	683	.299972E-9
0.9999999997	937.226	683	1.00000
3.E-10	747.531	1000	.299994E-9
0.9999999997	1302.18	1000	1.00000
3.E-10	1565.42	1925	.300161E-9
0.9999999997	2334.32	1925	1.00000
3.E-10	5346.55	6000	.299949E-9
0.9999999997	6703.20	6000	1.00000
3.E-10	6289.39	6997	.299986E-9
0.9999999997	7754.36	6997	1.00000
3.E-10	9149.27	10000	.300040E-9
0.9999999997	10900.5	10000	1.00000
3.E-10	11989.1	12961	.300414E-9
0.9999999997	13982.7	12961	1.00000
3.E-10	57880.4	60000	.300055E-9
0.9999999997	62169.4	60000	1.00000
3.E-10	66789.1	69065	.300017E-9
0.9999999997	71390.7	69065	1.00000
2.65112E-10	.110402E-18	1	.265111E-9
0.999999999734888	39.9161	1	1.00000
2.65112E-10	.233534E-2	6	.265112E-9
0.999999999734888	56.2008	6	1.00000
2.65112E-10	.636583E-1	10	.265112E-9
0.999999999734888	65.9629	10	1.00000
2.65112E-10	.153431	12	.265111E-9
0.999999999734888	70.4388	12	1.00000
2.65112E-10	14.6035	60	.265124E-9
0.999999999734888	154.713	60	1.00000
2.65112E-10	16.9372	65	.265099E-9
0.999999999734888	162.437	65	1.00000
2.65112E-10	35.4298	100	.265123E-9
0.999999999734888	214.191	100	1.00000
2.65112E-10	86.6095	181	.265109E-9
0.999999999734888	325.218	181	1.00000
2.65112E-10	409.256	600	.265103E-9
0.999999999734888	840.750	600	1.00000
2.65112E-10	491.238	699	.265098E-9
0.999999999734888	956.779	699	1.00000
2.65112E-10	746.816	1000	.265099E-9
0.999999999734888	1303.22	1000	1.00000
2.65112E-10	1146.40	1457	.264998E-9
0.999999999734888	1817.65	1457	1.00000
2.65112E-10	5344.58	6000	.265113E-9
0.999999999734888	6705.50	6000	1.00000
2.65112E-10	5679.75	6355	.265102E-9
0.999999999734888	7080.33	6355	1.00000
2.65112E-10	9146.67	10000	.265053E-9
0.999999999734888	10903.4	10000	1.00000
2.65112E-10	15651.9	16764	.265590E-9
0.999999999734888	17926.2	16764	1.00000
2.65112E-10	57873.8	60000	.265061E-9
0.999999999734888	62176.3	60000	1.00000
2.65112E-10	66803.7	69087	.265307E-9
0.999999999734888	71420.4	69087	1.00000
2.E-10	.628319E-19	1	.200000E-9
0.9999999998	40.4667	1	1.00000
2.E-10	.212588E-2	6	.199999E-9
0.9999999998	56.8058	6	1.00000
2.E-10	.601518E-1	10	.200000E-9
0.9999999998	66.6012	10	1.00000
2.E-10	.208116	13	.199997E-9
0.9999999998	73.2655	13	1.00000
2.E-10	14.4259	60	.199990E-9
0.9999999998	155.602	60	1.00000
2.E-10	18.1776	68	.199987E-9
0.9999999998	167.942	68	1.00000
2.E-10	35.1273	100	.199998E-9
0.9999999998	215.214	100	1.00000
2.E-10	44.4635	116	.200004E-9
0.9999999998	237.943	116	1.00000
2.E-10	408.077	600	.199989E-9
0.9999999998	842.660	600	1.00000
2.E-10	409.718	602	.200016E-9
0.9999999998	845.020	602	1.00000
2.E-10	745.196	1000	.199987E-9
0.9999999998	1305.57	1000	1.00000
2.E-10	950.869	1237	.199999E-9
0.9999999998	1573.91	1237	1.00000
2.E-10	5340.11	6000	.200045E-9
0.9999999998	6710.70	6000	1.00000
2.E-10	5913.30	6607	.200039E-9
0.9999999998	7351.51	6607	1.00000
2.E-10	9140.80	10000	.200045E-9
0.9999999998	10910.0	10000	1.00000
2.E-10	17552.6	18738	.200053E-9
0.9999999998	19974.2	18738	1.00000
2.E-10	57858.9	60000	.200057E-9
0.9999999998	62191.9	60000	1.00000
2.E-10	61990.2	64206	.199858E-9
0.9999999998	66472.6	64206	1.00000
1.39859E-10	.307256E-19	1	.139859E-9
0.999999999860141	41.1656	1	1.00000
1.39859E-10	.188689E-2	6	.139859E-9
0.999999999860141	57.5729	6	1.00000
1.39859E-10	.559796E-1	10	.139859E-9
0.999999999860141	67.4101	10	1.00000
1.39859E-10	.452732	16	.139860E-9
0.999999999860141	80.4185	16	1.00000
1.39859E-10	14.2046	60	.139854E-9
0.999999999860141	156.728	60	1.00000
1.39859E-10	15.1111	62	.139848E-9
0.999999999860141	159.847	62	1.00000
1.39859E-10	34.7491	100	.139865E-9
0.999999999860141	216.507	100	1.00000
1.39859E-10	84.1279	179	.139858E-9
0.999999999860141	325.345	179	1.00000
1.39859E-10	406.596	600	.139869E-9
0.999999999860141	845.070	600	1.00000
1.39859E-10	417.249	613	.139874E-9
0.999999999860141	860.419	613	1.00000
1.39859E-10	743.160	1000	.139871E-9
0.999999999860141	1308.54	1000	1.00000
1.39859E-10	1053.71	1357	.139910E-9
0.999999999860141	1712.00	1357	1.00000
1.39859E-10	5334.48	6000	.139898E-9
0.999999999860141	6717.26	6000	1.00000
1.39859E-10	6081.34	6791	.139874E-9
0.999999999860141	7552.40	6791	1.00000
1.39859E-10	9133.39	10000	.139833E-9
0.999999999860141	10918.3	10000	1.00000
1.39859E-10	13257.7	14299	.139747E-9
0.999999999860141	15392.0	14299	1.00000
1.39859E-10	57840.1	60000	.139885E-9
0.999999999860141	62211.7	60000	1.00000
1.39859E-10	63949.6	66220	.139875E-9
0.999999999860141	68542.2	66220	1.00000
1.E-10	.157080E-19	1	.100000E-9
0.9999999999	41.8215	1	1.00000
1.E-10	.168722E-2	6	.999998E-10
0.9999999999	58.2918	6	1.00000
1.E-10	.523311E-1	10	.100000E-9
0.9999999999	68.1676	10	1.00000
1.E-10	.256048	14	.100001E-9
0.9999999999	77.0346	14	1.00000
1.E-10	14.0010	60	.999961E-10
0.9999999999	157.779	60	1.00000
1.E-10	14.8996	62	.999966E-10
0.9999999999	160.907	62	1.00000
1.E-10	34.3998	100	.999977E-10
0.9999999999	217.714	100	1.00000
1.E-10	40.1124	110	.100001E-9
0.9999999999	232.048	110	1.00000
1.E-10	405.221	600	.100005E-9
0.9999999999	847.316	600	1.00000
1.E-10	462.762	670	.999967E-10
0.9999999999	929.784	670	1.00000
1.E-10	741.268	1000	.999987E-10
0.9999999999	1311.30	1000	1.00000
1.E-10	1098.04	1410	.100050E-9
0.9999999999	1774.55	1410	1.00000
1.E-10	5329.24	6000	.999944E-10
0.9999999999	6723.37	6000	1.00000
1.E-10	5684.69	6377	.100010E-9
0.9999999999	7121.93	6377	1.00000
1.E-10	9126.51	10000	.999912E-10
0.9999999999	10926.1	10000	1.00000
1.E-10	13465.0	14523	.999422E-10
0.9999999999	15633.6	14523	1.00000
1.E-10	57822.6	60000	.999822E-10
0.9999999999	62230.0	60000	1.00000
1.E-10	59561.3	61771	.999529E-10
0.9999999999	64033.3	61771	1.00000
9.67626E-11	.147074E-19	1	.967627E-10
0.999999999903237	41.8858	1	1.00000
9.67626E-11	.166881E-2	6	.967626E-10
0.999999999903237	58.3623	6	1.00000
9.67626E-11	.519863E-1	10	.967629E-10
0.999999999903237	68.2419	10	1.00000
9.67626E-11	.336779	15	.967630E-10
0.999999999903237	79.2251	15	1.00000
9.67626E-11	13.9813	60	.967702E-10
0.999999999903237	157.882	60	1.00000
9.67626E-11	16.2553	65	.967675E-10
0.999999999903237	165.672	65	1.00000
9.67626E-11	34.3658	100	.967582E-10
0.999999999903237	217.832	100	1.00000
9.67626E-11	51.4050	129	.967642E-10
0.999999999903237	258.907	129	1.00000
9.67626E-11	405.087	600	.967704E-10
0.999999999903237	847.536	600	1.00000
9.67626E-11	435.411	637	.967568E-10
0.999999999903237	891.216	637	1.00000
9.67626E-11	741.083	1000	.967542E-10
0.999999999903237	1311.57	1000	1.00000
9.67626E-11	979.377	1275	.967691E-10
0.999999999903237	1623.29	1275	1.00000
9.67626E-11	5328.73	6000	.967644E-10
0.999999999903237	6723.97	6000	1.00000
9.67626E-11	5980.68	6691	.967806E-10
0.999999999903237	7454.02	6691	1.00000
9.67626E-11	9125.84	10000	.967639E-10
0.999999999903237	10926.9	10000	1.00000
9.67626E-11	17553.1	18760	.969168E-10
0.999999999903237	20019.7	18760	1.00000
9.67626E-11	57820.9	60000	.967592E-10
0.999999999903237	62231.8	60000	1.00000
9.67626E-11	65302.1	67617	.967616E-10
0.999999999903237	69984.6	67617	1.00000
9.E-11	.127235E-19	1	.900002E-10
0.99999999991	42.0275	1	1.00000
9.E-11	.162898E-2	6	.899996E-10
0.99999999991	58.5175	6	1.00000
9.E-11	.512352E-1	10	.900000E-10
0.99999999991	68.4053	10	1.00000
9.E-11	.840361E-1	11	.900003E-10
0.99999999991	70.6977	11	1.00000
9.E-11	13.9379	60	.900069E-10
0.99999999991	158.108	60	1.00000
9.E-11	15.7459	64	.899949E-10
0.99999999991	164.353	64	1.00000
9.E-11	34.2912	100	.899979E-10
0.99999999991	218.092	100	1.00000
9.E-11	80.7041	175	.900026E-10
0.99999999991	321.898	175	1.00000
9.E-11	404.792	600	.900036E-10
0.99999999991	848.019	600	1.00000
9.E-11	404.792	600	.900036E-10
0.99999999991	848.019	600	1.00000
9.E-11	740.678	1000	.900046E-10
0.99999999991	1312.17	1000	1.00000
9.E-11	992.021	1290	.899977E-10
0.99999999991	1640.84	1290	1.00000
9.E-11	5327.61	6000	.900240E-10
0.99999999991	6725.28	6000	1.00000
9.E-11	5544.35	6230	.900240E-10
0.99999999991	6968.54	6230	1.00000
9.E-11	9124.36	10000	.899908E-10
0.99999999991	10928.5	10000	1.00000
9.E-11	10083.2	11003	.899170E-10
0.99999999991	11975.7	11003	1.00000
9.E-11	57817.1	60000	.899172E-10
0.99999999991	62235.7	60000	1.00000
9.E-11	62387.1	64654	.900521E-10
0.99999999991	66973.8	64654	1.00000
8.73257E-11	.119785E-19	1	.873255E-10
0.999999999912674	42.0865	1	1.00000
8.73257E-11	.161268E-2	6	.873254E-10
0.999999999912674	58.5820	6	1.00000
8.73257E-11	.509257E-1	10	.873255E-10
0.999999999912674	68.4734	10	1.00000
8.73257E-11	.426220	16	.873252E-10
0.999999999912674	81.5508	16	1.00000
8.73257E-11	13.9198	60	.873204E-10
0.999999999912674	158.203	60	1.00000
8.73257E-11	15.7265	64	.873240E-10
0.999999999912674	164.449	64	1.00000
8.73257E-11	34.2602	100	.873235E-10
0.999999999912674	218.200	100	1.00000
8.73257E-11	93.4186	194	.873235E-10
0.999999999912674	347.290	194	1.00000
8.73257E-11	404.669	600	.873198E-10
0.999999999912674	848.220	600	1.00000
8.73257E-11	449.792	655	.873282E-10
0.999999999912674	913.104	655	1.00000
8.73257E-11	740.509	1000	.873254E-10
0.999999999912674	1312.41	1000	1.00000
8.73257E-11	1437.79	1794	.873805E-10
0.999999999912674	2203.16	1794	1.00000
8.73257E-11	5327.14	6000	.873339E-10
0.999999999912674	6725.83	6000	1.00000
8.73257E-11	6121.71	6842	.873387E-10
0.999999999912674	7615.26	6842	1.00000
8.73257E-11	9123.75	10000	.873359E-10
0.999999999912674	10929.2	10000	1.00000
8.73257E-11	9126.61	10003	.873159E-10
0.999999999912674	10932.4	10003	1.00000
8.73257E-11	57815.6	60000	.873486E-10
0.999999999912674	62237.4	60000	1.00000
8.73257E-11	58494.9	60692	.873689E-10
0.999999999912674	62942.1	60692	1.00000
8.E-11	.100531E-19	1	.800000E-10
0.99999999992	42.2578	1	1.00000
8.E-11	.156625E-2	6	.799994E-10
0.99999999992	58.7696	6	1.00000
8.E-11	.500374E-1	10	.800001E-10
0.99999999992	68.6709	10	1.00000
8.E-11	.779079	19	.800002E-10
0.99999999992	87.8365	19	1.00000
8.E-11	13.8677	60	.800041E-10
0.99999999992	158.476	60	1.00000
8.E-11	14.7610	62	.799947E-10
0.99999999992	161.610	62	1.00000
8.E-11	34.1704	100	.799981E-10
0.99999999992	218.514	100	1.00000
8.E-11	68.7361	157	.799981E-10
0.99999999992	298.136	157	1.00000
8.E-11	404.314	600	.800022E-10
0.99999999992	848.803	600	1.00000
8.E-11	465.093	674	.799958E-10
0.99999999992	936.033	674	1.00000
8.E-11	740.020	1000	.800026E-10
0.99999999992	1313.13	1000	1.00000
8.E-11	776.948	1043	.800065E-10
0.99999999992	1362.21	1043	1.00000
8.E-11	5325.78	6000	.799837E-10
0.99999999992	6727.41	6000	1.00000
8.E-11	6068.26	6787	.799767E-10
0.99999999992	7558.93	6787	1.00000
8.E-11	9121.97	10000	.800179E-10
0.99999999992	10931.2	10000	1.00000
8.E-11	12127.7	13138	.798462E-10
0.99999999992	14201.5	13138	1.00000
8.E-11	57811.1	60000	.800650E-10
0.99999999992	62242.1	60000	1.00000
8.E-11	59752.8	61978	.799437E-10
0.99999999992	64256.4	61978	1.00000
7.93777E-11	.989730E-20	1	.793777E-10
0.999999999920622	42.2731	1	1.00000
7.93777E-11	.156218E-2	6	.793775E-10
0.999999999920622	58.7863	6	1.00000
7.93777E-11	.499590E-1	10	.793779E-10
0.999999999920622	68.6885	10	1.00000
7.93777E-11	.527283	17	.793771E-10
0.999999999920622	83.8327	17	1.00000
7.93777E-11	13.8630	60	.793734E-10
0.999999999920622	158.501	60	1.00000
7.93777E-11	13.8630	60	.793734E-10
0.999999999920622	158.501	60	1.00000
7.93777E-11	34.1624	100	.793748E-10
0.999999999920622	218.542	100	1.00000
7.93777E-11	43.3555	116	.793750E-10
0.999999999920622	241.420	116	1.00000
7.93777E-11	404.282	600	.793726E-10
0.999999999920622	848.855	600	1.00000
7.93777E-11	457.627	665	.793690E-10
0.999999999920622	925.518	665	1.00000
7.93777E-11	739.976	1000	.793737E-10
0.999999999920622	1313.20	1000	1.00000
7.93777E-11	1179.33	1504	.794300E-10
0.999999999920622	1881.86	1504	1.00000
7.93777E-11	5325.66	6000	.793649E-10
0.999999999920622	6727.55	6000	1.00000
7.93777E-11	5957.59	6670	.793988E-10
0.999999999920622	7435.63	6670	1.00000
7.93777E-11	9121.81	10000	.793903E-10
0.999999999920622	10931.4	10000	1.00000
7.93777E-11	12986.9	14032	.794807E-10
0.999999999920622	15130.4	14032	1.00000
7.93777E-11	57810.7	60000	.794470E-10
0.999999999920622	62242.6	60000	1.00000
7.93777E-11	61213.6	63466	.794477E-10
0.999999999920622	65771.7	63466	1.00000
7.E-11	.769690E-20	1	.700000E-10
0.99999999993	42.5190	1	1.00000
7.E-11	.149805E-2	6	.699993E-10
0.99999999993	59.0554	6	1.00000
7.E-11	.487134E-1	10	.700001E-10
0.99999999993	68.9719	10	1.00000
7.E-11	.487134E-1	10	.700001E-10
0.99999999993	68.9719	10	1.00000
7.E-11	13.7886	60	.699944E-10
0.99999999993	158.893	60	1.00000
7.E-11	17.4425	68	.700019E-10
0.99999999993	171.340	68	1.00000
7.E-11	34.0342	100	.699973E-10
0.99999999993	218.992	100	1.00000
7.E-11	34.5931	101	.699973E-10
0.99999999993	220.438	101	1.00000
7.E-11	403.774	600	.699990E-10
0.99999999993	849.689	600	1.00000
7.E-11	421.750	622	.699952E-10
0.99999999993	875.716	622	1.00000
7.E-11	739.277	1000	.700053E-10
0.99999999993	1314.22	1000	1.00000
7.E-11	1196.99	1525	.700215E-10
0.99999999993	1906.53	1525	1.00000
7.E-11	5323.72	6000	.699856E-10
0.99999999993	6729.82	6000	1.00000
7.E-11	5557.35	6248	.700009E-10
0.99999999993	6992.19	6248	1.00000
7.E-11	9119.26	10000	.700116E-10
0.99999999993	10934.3	10000	1.00000
7.E-11	12873.2	13917	.699106E-10
0.99999999993	15014.3	13917	1.00000
7.E-11	57804.2	60000	.700346E-10
0.99999999993	62249.4	60000	1.00000
7.E-11	65509.3	67846	.699672E-10
0.99999999993	70236.2	67846	1.00000
6.23327E-11	.610312E-20	1	.623327E-10
0.999999999937667	42.7459	1	1.00000
6.23327E-11	.144122E-2	6	.623325E-10
0.999999999937667	59.3037	6	1.00000
6.23327E-11	.475917E-1	10	.623326E-10
0.999999999937667	69.2333	10	1.00000
6.23327E-11	.628774	18	.623323E-10
0.999999999937667	86.4474	18	1.00000
6.23327E-11	13.7205	60	.623367E-10
0.999999999937667	159.254	60	1.00000
6.23327E-11	17.3637	68	.623341E-10
0.999999999937667	171.713	68	1.00000
6.23327E-11	33.9166	100	.623341E-10
0.999999999937667	219.406	100	1.00000
6.23327E-11	64.5206	151	.623314E-10
0.999999999937667	290.981	151	1.00000
6.23327E-11	403.307	600	.623359E-10
0.999999999937667	850.458	600	1.00000
6.23327E-11	449.996	657	.623265E-10
0.999999999937667	917.776	657	1.00000
6.23327E-11	738.633	1000	.623314E-10
0.999999999937667	1315.17	1000	1.00000
6.23327E-11	1064.06	1375	.623275E-10
0.999999999937667	1739.75	1375	1.00000
6.23327E-11	5321.94	6000	.623368E-10
0.999999999937667	6731.91	6000	1.00000
6.23327E-11	5431.16	6116	.623280E-10
0.999999999937667	6854.68	6116	1.00000
6.23327E-11	9116.91	10000	.623314E-10
0.999999999937667	10936.9	10000	1.00000
6.23327E-11	15606.0	16757	.623003E-10
0.999999999937667	17961.8	16757	1.00000
6.23327E-11	57798.2	60000	.623184E-10
0.999999999937667	62255.6	60000	1.00000
6.23327E-11	61051.5	63314	.623408E-10
0.999999999937667	65630.4	63314	1.00000
6.E-11	.565487E-20	1	.600000E-10
0.99999999994	42.8205	1	1.00000
6.E-11	.142301E-2	6	.599999E-10
0.99999999994	59.3853	6	1.00000
6.E-11	.472286E-1	10	.599999E-10
0.99999999994	69.3192	10	1.00000
6.E-11	.406237	16	.600002E-10
0.99999999994	82.4508	16	1.00000
6.E-11	13.6981	60	.599961E-10
0.99999999994	159.373	60	1.00000
6.E-11	15.9445	65	.599991E-10
0.99999999994	167.193	65	1.00000
6.E-11	33.8780	100	.599985E-10
0.99999999994	219.543	100	1.00000
6.E-11	86.6779	185	.599998E-10
0.99999999994	336.986	185	1.00000
6.E-11	403.154	600	.600073E-10
0.99999999994	850.710	600	1.00000
6.E-11	418.662	619	.600054E-10
0.99999999994	873.205	619	1.00000
6.E-11	738.422	1000	.600000E-10
0.99999999994	1315.48	1000	1.00000
6.E-11	1318.17	1663	.600260E-10
0.99999999994	2061.75	1663	1.00000
6.E-11	5321.35	6000	.599863E-10
0.99999999994	6732.59	6000	1.00000
6.E-11	5569.06	6263	.599832E-10
0.99999999994	7010.88	6263	1.00000
6.E-11	9116.14	10000	.599987E-10
0.99999999994	10937.8	10000	1.00000
6.E-11	16909.4	18108	.599820E-10
0.99999999994	19360.5	18108	1.00000
6.E-11	57796.3	60000	.600529E-10
0.99999999994	62257.7	60000	1.00000
6.E-11	57888.5	60094	.599904E-10
0.99999999994	62353.4	60094	1.00000
5.83847E-11	.535449E-20	1	.583847E-10
0.999999999941615	42.8739	1	1.00000
5.83847E-11	.141012E-2	6	.583845E-10
0.999999999941615	59.4437	6	1.00000
5.83847E-11	.469705E-1	10	.583845E-10
0.999999999941615	69.3806	10	1.00000
5.83847E-11	.314427	15	.583841E-10
0.999999999941615	80.4255	15	1.00000
5.83847E-11	13.6822	60	.583853E-10
0.999999999941615	159.458	60	1.00000
5.83847E-11	16.3875	66	.583843E-10
0.999999999941615	168.831	66	1.00000
5.83847E-11	33.8505	100	.583858E-10
0.999999999941615	219.640	100	1.00000
5.83847E-11	37.7926	107	.583824E-10
0.999999999941615	229.732	107	1.00000
5.83847E-11	403.044	600	.583855E-10
0.999999999941615	850.891	600	1.00000
5.83847E-11	409.566	608	.583826E-10
0.999999999941615	860.370	608	1.00000
5.83847E-11	738.271	1000	.583838E-10
0.999999999941615	1315.70	1000	1.00000
5.83847E-11	851.878	1132	.583821E-10
0.999999999941615	1466.10	1132	1.00000
5.83847E-11	5320.93	6000	.583660E-10
0.999999999941615	6733.08	6000	1.00000
5.83847E-11	5798.73	6507	.583960E-10
0.999999999941615	7269.29	6507	1.00000
5.83847E-11	9115.59	10000	.583848E-10
0.999999999941615	10938.4	10000	1.00000
5.83847E-11	16553.2	17740	.584317E-10
0.999999999941615	18980.8	17740	1.00000
5.83847E-11	57794.9	60000	.584353E-10
0.999999999941615	62259.2	60000	1.00000
5.83847E-11	63406.0	65715	.584137E-10
0.999999999941615	68078.1	65715	1.00000
5.E-11	.392699E-20	1	.500000E-10
0.99999999995	43.1772	1	1.00000
5.E-11	.133909E-2	6	.500000E-10
0.99999999995	59.7752	6	1.00000
5.E-11	.455310E-1	10	.499998E-10
0.99999999995	69.7296	10	1.00000
5.E-11	.754686E-1	11	.499999E-10
0.99999999995	72.0371	11	1.00000
5.E-11	13.5921	60	.500029E-10
0.99999999995	159.939	60	1.00000
5.E-11	17.2152	68	.499977E-10
0.99999999995	172.420	68	1.00000
5.E-11	33.6946	100	.499983E-10
0.99999999995	220.192	100	1.00000
5.E-11	67.3824	156	.499992E-10
0.99999999995	298.698	156	1.00000
5.E-11	402.423	600	.499977E-10
0.99999999995	851.915	600	1.00000
5.E-11	457.288	667	.499967E-10
0.99999999995	931.059	667	1.00000
5.E-11	737.416	1000	.500005E-10
0.99999999995	1316.96	1000	1.00000
5.E-11	1461.98	1826	.500276E-10
0.99999999995	2244.42	1826	1.00000
5.E-11	5318.56	6000	.499925E-10
0.99999999995	6735.86	6000	1.00000
5.E-11	6078.49	6806	.499892E-10
0.99999999995	7587.93	6806	1.00000
5.E-11	9112.47	10000	.500009E-10
0.99999999995	10942.0	10000	1.00000
5.E-11	14874.1	16004	.500296E-10
0.99999999995	17188.3	16004	1.00000
5.E-11	57786.9	60000	.499765E-10
0.99999999995	62267.5	60000	1.00000
5.E-11	66659.2	69035	.500258E-10
0.99999999995	71465.3	69035	1.00000
4.96719E-11	.387562E-20	1	.496719E-10
0.999999999950328	43.1901	1	1.00000
4.96719E-11	.133615E-2	6	.496714E-10
0.999999999950328	59.7893	6	1.00000
4.96719E-11	.454709E-1	10	.496719E-10
0.999999999950328	69.7444	10	1.00000
4.96719E-11	.396544	16	.496724E-10
0.999999999950328	82.9031	16	1.00000
4.96719E-11	13.5883	60	.496757E-10
0.999999999950328	159.960	60	1.00000
4.96719E-11	13.5883	60	.496757E-10
0.999999999950328	159.960	60	1.00000
4.96719E-11	33.6880	100	.496700E-10
0.999999999950328	220.216	100	1.00000
4.96719E-11	84.3511	182	.496719E-10
0.999999999950328	333.796	182	1.00000
4.96719E-11	402.397	600	.496733E-10
0.999999999950328	851.958	600	1.00000
4.96719E-11	457.260	667	.496703E-10
0.999999999950328	931.104	667	1.00000
4.96719E-11	737.380	1000	.496745E-10
0.999999999950328	1317.01	1000	1.00000
4.96719E-11	1290.13	1633	.496614E-10
0.999999999950328	2030.28	1633	1.00000
4.96719E-11	5318.46	6000	.496662E-10
0.999999999950328	6735.97	6000	1.00000
4.96719E-11	5730.12	6437	.496682E-10
0.999999999950328	7198.32	6437	1.00000
4.96719E-11	9112.34	10000	.496784E-10
0.999999999950328	10942.1	10000	1.00000
4.96719E-11	12891.9	13945	.496623E-10
0.999999999950328	15052.5	13945	1.00000
4.96719E-11	57786.6	60000	.496837E-10
0.999999999950328	62267.9	60000	1.00000
4.96719E-11	60739.1	63008	.496596E-10
0.999999999950328	65331.3	63008	1.00000
4.E-11	.251327E-20	1	.400000E-10
0.99999999996	43.6138	1	1.00000
4.E-11	.124309E-2	6	.400004E-10
0.99999999996	60.2522	6	1.00000
4.E-11	.435365E-1	10	.400000E-10
0.99999999996	70.2315	10	1.00000
4.E-11	.597604	18	.399998E-10
0.99999999996	87.5281	18	1.00000
4.E-11	13.4637	60	.400025E-10
0.99999999996	160.631	60	1.00000
4.E-11	14.3410	62	.399971E-10
0.99999999996	163.783	62	1.00000
4.E-11	33.4722	100	.400011E-10
0.99999999996	220.986	100	1.00000
4.E-11	76.0849	170	.399988E-10
0.99999999996	318.599	170	1.00000
4.E-11	401.535	600	.400039E-10
0.99999999996	853.383	600	1.00000
4.E-11	467.866	681	.399962E-10
0.99999999996	949.062	681	1.00000
4.E-11	736.191	1000	.399966E-10
0.99999999996	1318.76	1000	1.00000
4.E-11	910.234	1202	.400020E-10
0.99999999996	1548.73	1202	1.00000
4.E-11	5315.16	6000	.399923E-10
0.99999999996	6739.84	6000	1.00000
4.E-11	5368.79	6057	.400011E-10
0.99999999996	6800.21	6057	1.00000
4.E-11	9108.00	10000	.400028E-10
0.99999999996	10947.0	10000	1.00000
4.E-11	15998.5	17176	.399611E-10
0.99999999996	18408.5	17176	1.00000
4.E-11	57775.6	60000	.400338E-10
0.99999999996	62279.5	60000	1.00000
4.E-11	63875.8	66214	.399824E-10
0.99999999996	68607.2	66214	1.00000
3.77862E-11	.224278E-20	1	.377862E-10
0.999999999962214	43.7253	1	1.00000
3.77862E-11	.121971E-2	6	.377859E-10
0.999999999962214	60.3739	6	1.00000
3.77862E-11	.430418E-1	10	.377863E-10
0.999999999962214	70.3595	10	1.00000
3.77862E-11	.717010E-1	11	.377863E-10
0.999999999962214	72.6742	11	1.00000
3.77862E-11	13.4312	60	.377895E-10
0.999999999962214	160.808	60	1.00000
3.77862E-11	16.5661	67	.377856E-10
0.999999999962214	171.767	67	1.00000
3.77862E-11	33.4158	100	.377878E-10
0.999999999962214	221.188	100	1.00000
3.77862E-11	95.2910	199	.377852E-10
0.999999999962214	357.588	199	1.00000
3.77862E-11	401.309	600	.377880E-10
0.999999999962214	853.757	600	1.00000
3.77862E-11	433.940	640	.377820E-10
0.999999999962214	901.131	640	1.00000
3.77862E-11	735.880	1000	.377847E-10
0.999999999962214	1319.22	1000	1.00000
3.77862E-11	942.020	1239	.377885E-10
0.999999999962214	1591.09	1239	1.00000
3.77862E-11	5314.30	6000	.377899E-10
