p	invt	df	pinvt
1.E-10	-25.4660	10	.100000E-9
0.9999999999	16.0930	14	1.00000
1.E-10	-16.0930	14	.100000E-9
0.9999999999	7.64231	60	1.00000
1.E-10	-7.64231	60	.100001E-9
0.9999999999	7.59469	62	1.00000
1.E-10	-7.59469	62	.999984E-10
0.9999999999	7.08338	100	1.00000
1.E-10	-7.08338	100	.999978E-10
0.9999999999	7.01225	110	1.00000
1.E-10	-7.01225	110	.999998E-10
0.9999999999	6.47290	600	1.00000
1.E-10	-6.47290	600	.999971E-10
0.9999999999	6.46109	670	1.00000
1.E-10	-6.46109	670	.999969E-10
0.9999999999	6.42788	1000	1.00000
1.E-10	-6.42788	1000	.999977E-10
0.9999999999	6.40841	1410	1.00000
1.E-10	-6.40841	1410	.999981E-10
0.9999999999	6.37235	6000	1.00000
1.E-10	-6.37235	6000	.999988E-10
0.9999999999	6.37170	6377	1.00000
1.E-10	-6.37170	6377	.999977E-10
0.9999999999	6.36794	10000	1.00000
1.E-10	-6.36794	10000	.100001E-9
0.9999999999	6.36588	14523	1.00000
1.E-10	-6.36588	14523	.100003E-9
0.9999999999	6.36244	60000	1.00000
1.E-10	-6.36244	60000	.100000E-9
0.9999999999	6.36241	61771	1.00000
1.E-10	-6.36241	61771	.999991E-10
0.999999999903237	.328960E+10	1	1.00000
9.67626E-11	-.328960E+10	1	.967625E-10
0.999999999903237	83.8685	6	1.00000
9.67626E-11	-83.8685	6	.967628E-10
0.999999999903237	25.5511	10	1.00000
9.67626E-11	-25.5511	10	.967640E-10
0.999999999903237	15.0033	15	1.00000
9.67626E-11	-15.0033	15	.967628E-10
0.999999999903237	7.65068	60	1.00000
9.67626E-11	-7.65068	60	.967609E-10
0.999999999903237	7.53756	65	1.00000
9.67626E-11	-7.53756	65	.967612E-10
0.999999999903237	7.09022	100	1.00000
9.67626E-11	-7.09022	100	.967638E-10
0.999999999903237	6.91599	129	1.00000
9.67626E-11	-6.91599	129	.967614E-10
0.999999999903237	6.47821	600	1.00000
9.67626E-11	-6.47821	600	.967636E-10
0.999999999903237	6.47163	637	1.00000
9.67626E-11	-6.47163	637	.967599E-10
0.999999999903237	6.43309	1000	1.00000
9.67626E-11	-6.43309	1000	.967598E-10
0.999999999903237	6.41860	1275	1.00000
9.67626E-11	-6.41860	1275	.967627E-10
0.999999999903237	6.37743	6000	1.00000
9.67626E-11	-6.37743	6000	.967602E-10
0.999999999903237	6.37629	6691	1.00000
9.67626E-11	-6.37629	6691	.967596E-10
0.999999999903237	6.37301	10000	1.00000
9.67626E-11	-6.37301	10000	.967619E-10
0.999999999903237	6.36992	18760	1.00000
9.67626E-11	-6.36992	18760	.967614E-10
0.999999999903237	6.36749	60000	1.00000
9.67626E-11	-6.36749	60000	.967656E-10
0.999999999903237	6.36737	67617	1.00000
9.67626E-11	-6.36737	67617	.967630E-10
0.99999999991	.353678E+10	1	1.00000
9.E-11	-.353678E+10	1	.899999E-10
0.99999999991	84.8882	6	1.00000
9.E-11	-84.8882	6	.899997E-10
0.99999999991	25.7395	10	1.00000
9.E-11	-25.7395	10	.900009E-10
0.99999999991	22.1300	11	1.00000
9.E-11	-22.1300	11	.899994E-10
0.99999999991	7.66909	60	1.00000
9.E-11	-7.66909	60	.899995E-10
0.99999999991	7.57641	64	1.00000
9.E-11	-7.57641	64	.900011E-10
0.99999999991	7.10529	100	1.00000
9.E-11	-7.10529	100	.899998E-10
0.99999999991	6.77727	175	1.00000
9.E-11	-6.77727	175	.900020E-10
0.99999999991	6.48990	600	1.00000
9.E-11	-6.48990	600	.900016E-10
0.99999999991	6.48990	600	1.00000
9.E-11	-6.48990	600	.900016E-10
0.99999999991	6.44454	1000	1.00000
9.E-11	-6.44454	1000	.900001E-10
0.99999999991	6.42937	1290	1.00000
9.E-11	-6.42937	1290	.899971E-10
0.99999999991	6.38859	6000	1.00000
9.E-11	-6.38859	6000	.900011E-10
0.99999999991	6.38818	6230	1.00000
9.E-11	-6.38818	6230	.900011E-10
0.99999999991	6.38415	10000	1.00000
9.E-11	-6.38415	10000	.900011E-10
0.99999999991	6.38355	11003	1.00000
9.E-11	-6.38355	11003	.899972E-10
0.99999999991	6.37861	60000	1.00000
9.E-11	-6.37861	60000	.899996E-10
0.99999999991	6.37853	64654	1.00000
9.E-11	-6.37853	64654	.899997E-10
0.999999999912674	.364509E+10	1	1.00000
8.73257E-11	-.364509E+10	1	.873257E-10
0.999999999912674	85.3163	6	1.00000
8.73257E-11	-85.3163	6	.873258E-10
0.999999999912674	25.8184	10	1.00000
8.73257E-11	-25.8184	10	.873243E-10
0.999999999912674	14.1927	16	1.00000
8.73257E-11	-14.1927	16	.873229E-10
0.999999999912674	7.67676	60	1.00000
8.73257E-11	-7.67676	60	.873240E-10
0.999999999912674	7.58384	64	1.00000
8.73257E-11	-7.58384	64	.873270E-10
0.999999999912674	7.11156	100	1.00000
8.73257E-11	-7.11156	100	.873256E-10
0.999999999912674	6.74169	194	1.00000
8.73257E-11	-6.74169	194	.873280E-10
0.999999999912674	6.49477	600	1.00000
8.73257E-11	-6.49477	600	.873232E-10
0.999999999912674	6.48518	655	1.00000
8.73257E-11	-6.48518	655	.873241E-10
0.999999999912674	6.44930	1000	1.00000
8.73257E-11	-6.44930	1000	.873280E-10
0.999999999912674	6.41942	1794	1.00000
8.73257E-11	-6.41942	1794	.873267E-10
0.999999999912674	6.39324	6000	1.00000
8.73257E-11	-6.39324	6000	.873230E-10
0.999999999912674	6.39187	6842	1.00000
8.73257E-11	-6.39187	6842	.873233E-10
0.999999999912674	6.38879	10000	1.00000
8.73257E-11	-6.38879	10000	.873233E-10
0.999999999912674	6.38878	10003	1.00000
8.73257E-11	-6.38878	10003	.873278E-10
0.999999999912674	6.38323	60000	1.00000
8.73257E-11	-6.38323	60000	.873264E-10
0.999999999912674	6.38322	60692	1.00000
8.73257E-11	-6.38322	60692	.873249E-10
0.99999999992	.397887E+10	1	1.00000
8.E-11	-.397887E+10	1	.800001E-10
0.99999999992	86.5722	6	1.00000
8.E-11	-86.5722	6	.800001E-10
0.99999999992	26.0487	10	1.00000
8.E-11	-26.0487	10	.799993E-10
0.99999999992	12.3463	19	1.00000
8.E-11	-12.3463	19	.800005E-10
0.99999999992	7.69902	60	1.00000
8.E-11	-7.69902	60	.800015E-10
0.99999999992	7.65049	62	1.00000
8.E-11	-7.65049	62	.800005E-10
0.99999999992	7.12976	100	1.00000
8.E-11	-7.12976	100	.800014E-10
0.99999999992	6.84770	157	1.00000
8.E-11	-6.84770	157	.799993E-10
0.99999999992	6.50887	600	1.00000
8.E-11	-6.50887	600	.800012E-10
0.99999999992	6.49626	674	1.00000
8.E-11	-6.49626	674	.800003E-10
0.99999999992	6.46312	1000	1.00000
8.E-11	-6.46312	1000	.800022E-10
0.99999999992	6.46031	1043	1.00000
8.E-11	-6.46031	1043	.800016E-10
0.99999999992	6.40670	6000	1.00000
8.E-11	-6.40670	6000	.800025E-10
0.99999999992	6.40541	6787	1.00000
8.E-11	-6.40541	6787	.799981E-10
0.99999999992	6.40223	10000	1.00000
8.E-11	-6.40223	10000	.799987E-10
0.99999999992	6.40062	13138	1.00000
8.E-11	-6.40062	13138	.800025E-10
0.99999999992	6.39664	60000	1.00000
8.E-11	-6.39664	60000	.799993E-10
0.99999999992	6.39660	61978	1.00000
8.E-11	-6.39660	61978	.800015E-10
0.999999999920622	.401007E+10	1	1.00000
7.93777E-11	-.401007E+10	1	.793776E-10
0.999999999920622	86.6851	6	1.00000
7.93777E-11	-86.6851	6	.793774E-10
0.999999999920622	26.0693	10	1.00000
7.93777E-11	-26.0693	10	.793777E-10
0.999999999920622	13.5215	17	1.00000
7.93777E-11	-13.5215	17	.793759E-10
0.999999999920622	7.70101	60	1.00000
7.93777E-11	-7.70101	60	.793776E-10
0.999999999920622	7.70101	60	1.00000
7.93777E-11	-7.70101	60	.793776E-10
0.999999999920622	7.13139	100	1.00000
7.93777E-11	-7.13139	100	.793760E-10
0.999999999920622	7.02196	116	1.00000
7.93777E-11	-7.02196	116	.793767E-10
0.999999999920622	6.51013	600	1.00000
7.93777E-11	-6.51013	600	.793769E-10
0.999999999920622	6.49889	665	1.00000
7.93777E-11	-6.49889	665	.793789E-10
0.999999999920622	6.46435	1000	1.00000
7.93777E-11	-6.46435	1000	.793801E-10
0.999999999920622	6.44155	1504	1.00000
7.93777E-11	-6.44155	1504	.793791E-10
0.999999999920622	6.40790	6000	1.00000
7.93777E-11	-6.40790	6000	.793797E-10
0.999999999920622	6.40678	6670	1.00000
7.93777E-11	-6.40678	6670	.793769E-10
0.999999999920622	6.40342	10000	1.00000
7.93777E-11	-6.40342	10000	.793799E-10
0.999999999920622	6.40150	14032	1.00000
7.93777E-11	-6.40150	14032	.793752E-10
0.999999999920622	6.39783	60000	1.00000
7.93777E-11	-6.39783	60000	.793789E-10
0.999999999920622	6.39777	63466	1.00000
7.93777E-11	-6.39777	63466	.793783E-10
0.99999999993	.454728E+10	1	1.00000
7.E-11	-.454728E+10	1	.700001E-10
0.99999999993	88.5219	6	1.00000
7.E-11	-88.5219	6	.699998E-10
0.99999999993	26.4035	10	1.00000
7.E-11	-26.4035	10	.700009E-10
0.99999999993	26.4035	10	1.00000
7.E-11	-26.4035	10	.700009E-10
0.99999999993	7.73297	60	1.00000
7.E-11	-7.73297	60	.699991E-10
0.99999999993	7.55630	68	1.00000
7.E-11	-7.55630	68	.699999E-10
0.99999999993	7.15748	100	1.00000
7.E-11	-7.15748	100	.700003E-10
0.99999999993	7.14946	101	1.00000
7.E-11	-7.14946	101	.699983E-10
0.99999999993	6.53032	600	1.00000
7.E-11	-6.53032	600	.700013E-10
0.99999999993	6.52622	622	1.00000
7.E-11	-6.52622	622	.699985E-10
0.99999999993	6.48414	1000	1.00000
7.E-11	-6.48414	1000	.699985E-10
0.99999999993	6.46050	1525	1.00000
7.E-11	-6.46050	1525	.700016E-10
0.99999999993	6.42718	6000	1.00000
7.E-11	-6.42718	6000	.700006E-10
0.99999999993	6.42673	6248	1.00000
7.E-11	-6.42673	6248	.700012E-10
0.99999999993	6.42266	10000	1.00000
7.E-11	-6.42266	10000	.700008E-10
0.99999999993	6.42076	13917	1.00000
7.E-11	-6.42076	13917	.699979E-10
0.99999999993	6.41702	60000	1.00000
7.E-11	-6.41702	60000	.700000E-10
0.99999999993	6.41689	67846	1.00000
7.E-11	-6.41689	67846	.699999E-10
0.999999999937667	.510663E+10	1	1.00000
6.23327E-11	-.510663E+10	1	.623327E-10
0.999999999937667	90.2512	6	1.00000
6.23327E-11	-90.2512	6	.623328E-10
0.999999999937667	26.7156	10	1.00000
6.23327E-11	-26.7156	10	.623338E-10
0.999999999937667	13.0791	18	1.00000
6.23327E-11	-13.0791	18	.623316E-10
0.999999999937667	7.76246	60	1.00000
6.23327E-11	-7.76246	60	.623323E-10
0.999999999937667	7.58408	68	1.00000
6.23327E-11	-7.58408	68	.623333E-10
0.999999999937667	7.18154	100	1.00000
6.23327E-11	-7.18154	100	.623315E-10
0.999999999937667	6.91343	151	1.00000
6.23327E-11	-6.91343	151	.623338E-10
0.999999999937667	6.54891	600	1.00000
6.23327E-11	-6.54891	600	.623334E-10
0.999999999937667	6.53876	657	1.00000
6.23327E-11	-6.53876	657	.623340E-10
0.999999999937667	6.50234	1000	1.00000
6.23327E-11	-6.50234	1000	.623340E-10
0.999999999937667	6.48345	1375	1.00000
6.23327E-11	-6.48345	1375	.623346E-10
0.999999999937667	6.44492	6000	1.00000
6.23327E-11	-6.44492	6000	.623331E-10
0.999999999937667	6.44470	6116	1.00000
6.23327E-11	-6.44470	6116	.623347E-10
0.999999999937667	6.44036	10000	1.00000
6.23327E-11	-6.44036	10000	.623346E-10
0.999999999937667	6.43761	16757	1.00000
6.23327E-11	-6.43761	16757	.623333E-10
0.999999999937667	6.43468	60000	1.00000
6.23327E-11	-6.43468	60000	.623315E-10
0.999999999937667	6.43462	63314	1.00000
6.23327E-11	-6.43462	63314	.623317E-10
0.99999999994	.530516E+10	1	1.00000
6.E-11	-.530516E+10	1	.600001E-10
0.99999999994	90.8271	6	1.00000
6.E-11	-90.8271	6	.600001E-10
0.99999999994	26.8190	10	1.00000
6.E-11	-26.8190	10	.600010E-10
0.99999999994	14.5544	16	1.00000
6.E-11	-14.5544	16	.599982E-10
0.99999999994	7.77216	60	1.00000
6.E-11	-7.77216	60	.599989E-10
0.99999999994	7.65442	65	1.00000
6.E-11	-7.65442	65	.599996E-10
0.99999999994	7.18944	100	1.00000
6.E-11	-7.18944	100	.599999E-10
0.99999999994	6.82768	185	1.00000
6.E-11	-6.82768	185	.600006E-10
0.99999999994	6.55501	600	1.00000
6.E-11	-6.55501	600	.600014E-10
0.99999999994	6.55141	619	1.00000
6.E-11	-6.55141	619	.600002E-10
0.99999999994	6.50832	1000	1.00000
6.E-11	-6.50832	1000	.599999E-10
0.99999999994	6.48067	1663	1.00000
6.E-11	-6.48067	1663	.599983E-10
0.99999999994	6.45074	6000	1.00000
6.E-11	-6.45074	6000	.600014E-10
0.99999999994	6.45026	6263	1.00000
6.E-11	-6.45026	6263	.600014E-10
0.99999999994	6.44617	10000	1.00000
6.E-11	-6.44617	10000	.600020E-10
0.99999999994	6.44311	18108	1.00000
6.E-11	-6.44311	18108	.599999E-10
0.99999999994	6.44047	60000	1.00000
6.E-11	-6.44047	60000	.600008E-10
0.99999999994	6.44047	60094	1.00000
6.E-11	-6.44047	60094	.600001E-10
0.999999999941615	.545194E+10	1	1.00000
5.83847E-11	-.545194E+10	1	.583847E-10
0.999999999941615	91.2415	6	1.00000
5.83847E-11	-91.2415	6	.583845E-10
0.999999999941615	26.8933	10	1.00000
5.83847E-11	-26.8933	10	.583840E-10
0.999999999941615	15.5488	15	1.00000
5.83847E-11	-15.5488	15	.583840E-10
0.999999999941615	7.77909	60	1.00000
5.83847E-11	-7.77909	60	.583856E-10
0.999999999941615	7.63994	66	1.00000
5.83847E-11	-7.63994	66	.583838E-10
0.999999999941615	7.19509	100	1.00000
5.83847E-11	-7.19509	100	.583857E-10
0.999999999941615	7.14158	107	1.00000
5.83847E-11	-7.14158	107	.583852E-10
0.999999999941615	6.55938	600	1.00000
5.83847E-11	-6.55938	600	.583836E-10
0.999999999941615	6.55783	608	1.00000
5.83847E-11	-6.55783	608	.583844E-10
0.999999999941615	6.51259	1000	1.00000
5.83847E-11	-6.51259	1000	.583857E-10
0.999999999941615	6.50447	1132	1.00000
5.83847E-11	-6.50447	1132	.583839E-10
0.999999999941615	6.45491	6000	1.00000
5.83847E-11	-6.45491	6000	.583833E-10
0.999999999941615	6.45401	6507	1.00000
5.83847E-11	-6.45401	6507	.583864E-10
0.999999999941615	6.45033	10000	1.00000
5.83847E-11	-6.45033	10000	.583844E-10
0.999999999941615	6.44734	17740	1.00000
5.83847E-11	-6.44734	17740	.583834E-10
0.999999999941615	6.44462	60000	1.00000
5.83847E-11	-6.44462	60000	.583830E-10
0.999999999941615	6.44452	65715	1.00000
5.83847E-11	-6.44452	65715	.583833E-10
0.99999999995	.636620E+10	1	1.00000
5.E-11	-.636620E+10	1	.500000E-10
0.99999999995	93.6312	6	1.00000
5.E-11	-93.6312	6	.500000E-10
0.99999999995	27.3187	10	1.00000
5.E-11	-27.3187	10	.500004E-10
0.99999999995	23.3692	11	1.00000
5.E-11	-23.3692	11	.499989E-10
0.99999999995	7.81851	60	1.00000
5.E-11	-7.81851	60	.500008E-10
0.99999999995	7.63687	68	1.00000
5.E-11	-7.63687	68	.499991E-10
0.99999999995	7.22719	100	1.00000
5.E-11	-7.22719	100	.499993E-10
0.99999999995	6.93797	156	1.00000
5.E-11	-6.93797	156	.499996E-10
0.99999999995	6.58412	600	1.00000
5.E-11	-6.58412	600	.499995E-10
0.99999999995	6.57219	667	1.00000
5.E-11	-6.57219	667	.499988E-10
0.99999999995	6.53682	1000	1.00000
5.E-11	-6.53682	1000	.500003E-10
0.99999999995	6.50506	1826	1.00000
5.E-11	-6.50506	1826	.499987E-10
0.99999999995	6.47851	6000	1.00000
5.E-11	-6.47851	6000	.499991E-10
0.99999999995	6.47714	6806	1.00000
5.E-11	-6.47714	6806	.499990E-10
0.99999999995	6.47388	10000	1.00000
5.E-11	-6.47388	10000	.500002E-10
0.99999999995	6.47128	16004	1.00000
5.E-11	-6.47128	16004	.499998E-10
0.99999999995	6.46811	60000	1.00000
5.E-11	-6.46811	60000	.499984E-10
0.99999999995	6.46795	69035	1.00000
5.E-11	-6.46795	69035	.500013E-10
0.999999999950328	.640825E+10	1	1.00000
4.96719E-11	-.640825E+10	1	.496719E-10
0.999999999950328	93.7341	6	1.00000
4.96719E-11	-93.7341	6	.496718E-10
0.999999999950328	27.3369	10	1.00000
4.96719E-11	-27.3369	10	.496726E-10
0.999999999950328	14.7394	16	1.00000
4.96719E-11	-14.7394	16	.496737E-10
0.999999999950328	7.82019	60	1.00000
4.96719E-11	-7.82019	60	.496716E-10
0.999999999950328	7.82019	60	1.00000
4.96719E-11	-7.82019	60	.496716E-10
0.999999999950328	7.22855	100	1.00000
4.96719E-11	-7.22855	100	.496717E-10
0.999999999950328	6.86840	182	1.00000
4.96719E-11	-6.86840	182	.496730E-10
0.999999999950328	6.58517	600	1.00000
4.96719E-11	-6.58517	600	.496711E-10
0.999999999950328	6.57323	667	1.00000
4.96719E-11	-6.57323	667	.496718E-10
0.999999999950328	6.53785	1000	1.00000
4.96719E-11	-6.53785	1000	.496713E-10
0.999999999950328	6.51060	1633	1.00000
4.96719E-11	-6.51060	1633	.496718E-10
0.999999999950328	6.47951	6000	1.00000
4.96719E-11	-6.47951	6000	.496711E-10
0.999999999950328	6.47872	6437	1.00000
4.96719E-11	-6.47872	6437	.496724E-10
0.999999999950328	6.47488	10000	1.00000
4.96719E-11	-6.47488	10000	.496715E-10
0.999999999950328	6.47292	13945	1.00000
4.96719E-11	-6.47292	13945	.496707E-10
0.999999999950328	6.46910	60000	1.00000
4.96719E-11	-6.46910	60000	.496722E-10
0.999999999950328	6.46905	63008	1.00000
4.96719E-11	-6.46905	63008	.496705E-10
0.99999999996	.795775E+10	1	1.00000
4.E-11	-.795775E+10	1	.400000E-10
0.99999999996	97.1811	6	1.00000
4.E-11	-97.1811	6	.399999E-10
0.99999999996	27.9427	10	1.00000
4.E-11	-27.9427	10	.399994E-10
0.99999999996	13.4375	18	1.00000
4.E-11	-13.4375	18	.399981E-10
0.99999999996	7.87527	60	1.00000
4.E-11	-7.87527	60	.399996E-10
0.99999999996	7.82386	62	1.00000
4.E-11	-7.82386	62	.399995E-10
0.99999999996	7.27331	100	1.00000
4.E-11	-7.27331	100	.400003E-10
0.99999999996	6.93757	170	1.00000
4.E-11	-6.93757	170	.400001E-10
0.99999999996	6.61960	600	1.00000
4.E-11	-6.61960	600	.399989E-10
0.99999999996	6.60525	681	1.00000
4.E-11	-6.60525	681	.399997E-10
0.99999999996	6.57156	1000	1.00000
4.E-11	-6.57156	1000	.399990E-10
0.99999999996	6.55954	1202	1.00000
4.E-11	-6.55954	1202	.399999E-10
0.99999999996	6.51234	6000	1.00000
4.E-11	-6.51234	6000	.399988E-10
0.99999999996	6.51222	6057	1.00000
4.E-11	-6.51222	6057	.400013E-10
0.99999999996	6.50764	10000	1.00000
4.E-11	-6.50764	10000	.399992E-10
0.99999999996	6.50470	17176	1.00000
4.E-11	-6.50470	17176	.399989E-10
0.99999999996	6.50177	60000	1.00000
4.E-11	-6.50177	60000	.400006E-10
0.99999999996	6.50166	66214	1.00000
4.E-11	-6.50166	66214	.400006E-10
0.999999999962214	.842397E+10	1	1.00000
3.77862E-11	-.842397E+10	1	.377862E-10
0.999999999962214	98.1081	6	1.00000
3.77862E-11	-98.1081	6	.377863E-10
0.999999999962214	28.1041	10	1.00000
3.77862E-11	-28.1041	10	.377858E-10
0.999999999962214	23.9829	11	1.00000
3.77862E-11	-23.9829	11	.377855E-10
0.999999999962214	7.88975	60	1.00000
3.77862E-11	-7.88975	60	.377864E-10
0.999999999962214	7.72436	67	1.00000
3.77862E-11	-7.72436	67	.377863E-10
0.999999999962214	7.28507	100	1.00000
3.77862E-11	-7.28507	100	.377857E-10
0.999999999962214	6.88092	199	1.00000
3.77862E-11	-6.88092	199	.377857E-10
0.999999999962214	6.62862	600	1.00000
3.77862E-11	-6.62862	600	.377869E-10
0.999999999962214	6.62105	640	1.00000
3.77862E-11	-6.62105	640	.377856E-10
0.999999999962214	6.58039	1000	1.00000
3.77862E-11	-6.58039	1000	.377869E-10
0.999999999962214	6.56655	1239	1.00000
3.77862E-11	-6.56655	1239	.377860E-10
0.999999999962214	6.52094	6000	1.00000
3.77862E-11	-6.52094	6000	.377862E-10
0.999999999962214	6.51981	6636	1.00000
3.77862E-11	-6.51981	6636	.377861E-10
0.999999999962214	6.51622	10000	1.00000
3.77862E-11	-6.51622	10000	.377871E-10
0.999999999962214	6.51440	13488	1.00000
3.77862E-11	-6.51440	13488	.377851E-10
0.999999999962214	6.51034	60000	1.00000
3.77862E-11	-6.51034	60000	.377852E-10
0.999999999962214	6.51028	63132	1.00000
3.77862E-11	-6.51028	63132	.377856E-10
0.99999999997	.106103E+11	1	1.00000
3.E-11	-.106103E+11	1	.300001E-10
0.99999999997	101.957	6	1.00000
3.E-11	-101.957	6	.299995E-10
0.99999999997	28.7676	10	1.00000
3.E-11	-28.7676	10	.300002E-10
0.99999999997	28.7676	10	1.00000
3.E-11	-28.7676	10	.300002E-10
0.99999999997	7.94846	60	1.00000
3.E-11	-7.94846	60	.300004E-10
0.99999999997	7.73895	69	1.00000
3.E-11	-7.73895	69	.300003E-10
0.99999999997	7.33266	100	1.00000
3.E-11	-7.33266	100	.299998E-10
0.99999999997	7.13226	131	1.00000
3.E-11	-7.13226	131	.299993E-10
0.99999999997	6.66510	600	1.00000
3.E-11	-6.66510	600	.300009E-10
0.99999999997	6.65031	682	1.00000
3.E-11	-6.65031	682	.300001E-10
0.99999999997	6.61610	1000	1.00000
3.E-11	-6.61610	1000	.300003E-10
0.99999999997	6.60540	1172	1.00000
3.E-11	-6.60540	1172	.299993E-10
0.99999999997	6.55570	6000	1.00000
3.E-11	-6.55570	6000	.300009E-10
0.99999999997	6.55519	6267	1.00000
3.E-11	-6.55519	6267	.300007E-10
0.99999999997	6.55091	10000	1.00000
3.E-11	-6.55091	10000	.300006E-10
0.99999999997	6.54878	14223	1.00000
3.E-11	-6.54878	14223	.300003E-10
0.99999999997	6.54493	60000	1.00000
3.E-11	-6.54493	60000	.300005E-10
0.99999999997	6.54487	63158	1.00000
3.E-11	-6.54487	63158	.300006E-10
0.999999999975685	.130912E+11	1	1.00000
2.43148E-11	-.130912E+11	1	.243148E-10
0.999999999975685	105.592	6	1.00000
2.43148E-11	-105.592	6	.243150E-10
0.999999999975685	29.3851	10	1.00000
2.43148E-11	-29.3851	10	.243152E-10
0.999999999975685	29.3851	10	1.00000
2.43148E-11	-29.3851	10	.243152E-10
0.999999999975685	8.00195	60	1.00000
2.43148E-11	-8.00195	60	.243144E-10
0.999999999975685	7.97467	61	1.00000
2.43148E-11	-7.97467	61	.243148E-10
0.999999999975685	7.37592	100	1.00000
2.43148E-11	-7.37592	100	.243150E-10
0.999999999975685	7.09550	149	1.00000
2.43148E-11	-7.09550	149	.243148E-10
0.999999999975685	6.69818	600	1.00000
2.43148E-11	-6.69818	600	.243151E-10
0.999999999975685	6.68317	682	1.00000
2.43148E-11	-6.68317	682	.243153E-10
0.999999999975685	6.64847	1000	1.00000
2.43148E-11	-6.64847	1000	.243149E-10
0.999999999975685	6.63640	1195	1.00000
2.43148E-11	-6.63640	1195	.243146E-10
0.999999999975685	6.58721	6000	1.00000
2.43148E-11	-6.58721	6000	.243146E-10
0.999999999975685	6.58570	6849	1.00000
2.43148E-11	-6.58570	6849	.243152E-10
0.999999999975685	6.58235	10000	1.00000
2.43148E-11	-6.58235	10000	.243147E-10
0.999999999975685	6.57882	19387	1.00000
2.43148E-11	-6.57882	19387	.243155E-10
0.999999999975685	6.57628	60000	1.00000
2.43148E-11	-6.57628	60000	.243155E-10
0.999999999975685	6.57614	68385	1.00000
2.43148E-11	-6.57614	68385	.243141E-10
0.99999999998	.159155E+11	1	1.00000
2.E-11	-.159155E+11	1	.200000E-10
0.99999999998	109.088	6	1.00000
2.E-11	-109.088	6	.200003E-10
0.99999999998	29.9709	10	1.00000
2.E-11	-29.9709	10	.200002E-10
0.99999999998	16.7645	15	1.00000
2.E-11	-16.7645	15	.200001E-10
0.99999999998	8.05169	60	1.00000
2.E-11	-8.05169	60	.200000E-10
0.99999999998	8.05169	60	1.00000
2.E-11	-8.05169	60	.200000E-10
0.99999999998	7.41609	100	1.00000
2.E-11	-7.41609	100	.199997E-10
0.99999999998	7.24647	124	1.00000
2.E-11	-7.24647	124	.200001E-10
0.99999999998	6.72882	600	1.00000
2.E-11	-6.72882	600	.199995E-10
0.99999999998	6.71426	678	1.00000
2.E-11	-6.71426	678	.200003E-10
0.99999999998	6.67844	1000	1.00000
2.E-11	-6.67844	1000	.200004E-10
0.99999999998	6.64801	1686	1.00000
2.E-11	-6.64801	1686	.200005E-10
0.99999999998	6.61637	6000	1.00000
2.E-11	-6.61637	6000	.200005E-10
0.99999999998	6.61518	6642	1.00000
2.E-11	-6.61518	6642	.200004E-10
0.99999999998	6.61145	10000	1.00000
2.E-11	-6.61145	10000	.200001E-10
0.99999999998	6.60854	16520	1.00000
2.E-11	-6.60854	16520	.199999E-10
0.99999999998	6.60531	60000	1.00000
2.E-11	-6.60531	60000	.199994E-10
0.99999999998	6.60530	60122	1.00000
2.E-11	-6.60530	60122	.200004E-10
0.999999999983259	.190141E+11	1	1.00000
1.67407E-11	-.190141E+11	1	.167407E-10
0.999999999983259	112.372	6	1.00000
1.67407E-11	-112.372	6	.167411E-10
0.999999999983259	30.5143	10	1.00000
1.67407E-11	-30.5143	10	.167406E-10
0.999999999983259	22.5916	12	1.00000
1.67407E-11	-22.5916	12	.167405E-10
0.999999999983259	8.09701	60	1.00000
1.67407E-11	-8.09701	60	.167404E-10
0.999999999983259	8.01579	63	1.00000
1.67407E-11	-8.01579	63	.167406E-10
0.999999999983259	7.45261	100	1.00000
1.67407E-11	-7.45261	100	.167409E-10
0.999999999983259	7.28648	123	1.00000
1.67407E-11	-7.28648	123	.167407E-10
0.999999999983259	6.75661	600	1.00000
1.67407E-11	-6.75661	600	.167409E-10
0.999999999983259	6.74172	679	1.00000
1.67407E-11	-6.74172	679	.167403E-10
0.999999999983259	6.70563	1000	1.00000
1.67407E-11	-6.70563	1000	.167412E-10
0.999999999983259	6.70563	1000	1.00000
1.67407E-11	-6.70563	1000	.167412E-10
0.999999999983259	6.64283	6000	1.00000
1.67407E-11	-6.64283	6000	.167402E-10
0.999999999983259	6.64151	6708	1.00000
1.67407E-11	-6.64151	6708	.167408E-10
0.999999999983259	6.63784	10000	1.00000
1.67407E-11	-6.63784	10000	.167412E-10
0.999999999983259	6.63599	13313	1.00000
1.67407E-11	-6.63599	13313	.167403E-10
0.999999999983259	6.63163	60000	1.00000
1.67407E-11	-6.63163	60000	.167403E-10
0.999999999983259	6.63155	64170	1.00000
1.67407E-11	-6.63155	64170	.167402E-10
0.99999999999	.318310E+11	1	1.00000
1.E-11	-.318310E+11	1	.100000E-10
0.99999999999	122.453	6	1.00000
1.E-11	-122.453	6	.100000E-10
0.99999999999	32.1432	10	1.00000
1.E-11	-32.1432	10	.100001E-10
0.99999999999	32.1432	10	1.00000
1.E-11	-32.1432	10	.100001E-10
0.99999999999	8.22837	60	1.00000
1.E-11	-8.22837	60	.100000E-10
0.99999999999	8.19910	61	1.00000
1.E-11	-8.19910	61	.100000E-10
0.99999999999	7.55816	100	1.00000
1.E-11	-7.55816	100	.999990E-11
